site_id,latitude,longitude,site_type,source,a_width,b_width
mgro1,-9.426899,-59.750045,oval,GE_2021-12-10,113,106.0
mgro2,-9.244747,-58.857711,oval,GE_2021-12-10,63,55.0
mgro3,-9.43018,-59.169161,oval,GE_2021-12-10,92,59.0
mgro4,-9.211542,-58.934671,oval,GE_2021-12-10,66,48.0
mgro5,-9.631256,59.095391,oval,GE_2021-12-10,86,60.0
mgro6,-9.513088,-58.00657,oval,GE_2021-12-10,50,46.0
mgro7,-9.923097,-58.510015,oval,GE_2021-12-11,53,49.0
mgro8,-9.025115,-59.022107,oval,GE_2021-12-11,96,81.0
mgrov,-9.506298,-59.812151,oval,GE_2021-12-10,172,152.0
mgrz1,-9.967201,-60.078698,zanja,GE_2018-03-27,177,136.0
mgrz10,-10.029974,-58.577535,zanja,GE_2021-12-09,61,
mgrz11,-10.654526,-58.427309,zanja,GE_2021-12-09,308,184.0
mgrz12,-9.407078,-57.945261,zanja,GE_2021-12-09,146,117.0
mgrz13,-10.098472,-58.458725,zanja,GE_2021-12-09,150,122.0
mgrz14,-10.311221,-58.644031,zanja,GE_2021-12-09,173,159.0
mgrz15,-9.333389,-58.338874,zanja,GE_2021-12-09,203,177.0
mgrz16,-9.417489,-57.851259,zanja,GE_2021-12-09,251,223.0
mgrz17,-9.790777,-59.342621,zanja,GE_2021-12-09,248,218.0
mgrz18,-9.790055,-59.343839,zanja,GE_2021-12-09,90,75.0
mgrz19,-9.634477,-59.316111,zanja,GE_2021-12-09,322,294.0
mgrz2,-9.486525,-59.800629,zanja,GE_2023.10.06,108,97.0
mgrz20,-9.289705,-59.318708,zanja,GE_2021-12-09,118,94.0
mgrz21,-10.091609,-59.634434,zanja,GE_2021-12-10,273,
mgrz22,-10.166604,-58.142757,zanja,GE_2021-12-10,230,203.0
mgrz23,-9.437101,-58.2821,zanja,GE_2021-12-10,228,
mgrz24,-9.596391,-57.784275,zanja,GE_2021-12-10,217,186.0
mgrz25,-9.024992,-59.02316,zanja,GE_2021-12-10,260,196.0
mgrz26,-9.501525,-59.794302,zanja,GE_2021-12-10,113,109.0
mgrz27,-9.761008,-57.985798,zanja,GE_2021-12-10,162,146.0
mgrz28,-9.919761,-55.241306,zanja,GE_2021-12-10,140,102.0
mgrz29,-9.44175,-58.155481,zanja,GE_2021-12-10,124,
mgrz3,-9.450517,-59.234033,zanja,GE_2021-12-09,114,96.0
mgrz30,-9.658356,-57.651071,zanja,GE_2021-12-10,121,111.0
mgrz31,-9.487011,-58.172108,zanja,GE_2021-12-10,117,113.0
mgrz32,-9.983292,-58.601856,zanja,GE_2021-12-10,105,80.0
mgrz33,-9.50156,-59.798077,zanja,GE_2021-12-11,125,119.0
mgrz34,-9.913947,-60.039984,zanja,GE_2022-05-03,194,126.0
mgrz35,-9.932837,-59.988414,zanja,GE_2022-05-03,140,119.0
mgrz36,-9.564534,-59.757698,zanja,GE_2023.08.10,88,
mgrz37,-9.612566,-60.200103,zanja,GE_2023.10.06,unk,
mgrz38,-9.215103,-58.00894,zanja,GE_2024.01.09,130,101.0
mgrz4,-9.48519,-59.003659,zanja,GE_2021-12-09,83,79.0
mgrz5,-9.047661,-59.099362,zanja,GE_2021-12-09,106,97.0
mgrz6,-9.530102,-59.046143,zanja,GE_2018-03-28,69,
mgrz7,-9.747068,-58.149474,zanja,GE_2018-03-28,191,176.0
mgrz8,-9.748928,-58.150007,zanja,GE_2021-12-11,164,114.0
mgrz9,-9.754026,-57.918348,zanja,GE_2021-12-09,170,
nobrz,-11.688376,-62.327387,zanja,GE_2022-05-03,260,210.0
nomaz,-10.436033,-65.145495,zanja,GE_2022-05-03,308,265.0
nsatz,-9.424524,-57.370324,zanja,GE_2018-03-27,227,190.0
sjobz,-9.865338,-57.676253,zanja,GE_2021-12-11,324,
tapaz,-9.863083,-57.674479,zanja,GE_2021-12-09,380,373.0
tcirc,-9.050622,-59.105406,circle,GE_2021-12-09,50,
zbsuc,-9.631597,-59.457167,zanja,GE_2023.08.10,308,625.0
